Emotion,Sentence,text_length,word_count,emotion_vn
Disgust,thằng kia cute đáng yêu mà cái con ý nó xấu z trời haha,55,14,khó chịu
Fear,dume đêm ròii =))) tao cười vãi tí hàng xóm qua đánh bỏ mẹ,58,14,sợ hãi
Surprise,sao cái gì em cũng biết vậy :))),32,8,ngạc nhiên
Other,per đúng là như thế,19,5,khác
Enjoyment,công nhận ngầu thật,19,4,vui vẻ
Other,tình yêu đâu phân biệt là gay hay không gay vì đó là sự lựa của con tim mà họ đã nhắm tới !.,92,24,khác
Disgust,dhs nhìn thằng đầu tiên trông ớn vãi :| chị em bg thích style lạ ghê ta :| bá khí ????,86,21,khó chịu
Other,môi trường làm việc là yếu tố quyết định,40,9,khác
Sadness,nhớ lắm .. cay mắt lắm ....,27,7,buồn
Enjoyment,ph :)) phê hơn cả cần nhé . nên mua cái này về dùng tốt cho chó và người :))),77,20,vui vẻ
Sadness,mất rồi có lấy lại được đâu :)) cái gì nó cũng chỉ là quá khứ,61,16,buồn
Disgust,đéo mang não ... tay lại nhanh hơn não rồi ..,45,11,khó chịu
Sadness,ước gì được giận lại 😐,22,6,buồn
Sadness,nó bỏ mình đi rồi mỗi lần nghĩ tới nó ôi sao mà xót tim gan hơn mất người yêu,77,20,buồn
Sadness,ngày cuối cùng thực sự buồn,27,6,buồn
Sadness,nếu là tao thì tao sẽ không ăn được miếng nào,45,11,buồn
Disgust,bọn rải đinh nó đéo biết xe đi nhanh mà bị xì lốp thì như thế nào ??? 😣😣😣 não lol,81,21,khó chịu
Sadness,ngoài ra còn một số cái buồn nữa . không giải quyết kịp thời thì ??,67,16,buồn
Enjoyment,nghe nói dạo này bạn dưỡng da để kiếm người yêu per,51,12,vui vẻ
Other,"em đi xe đạp , có gửi bao giờ đâu mà biết bác ơiii",50,14,khác
Enjoyment,"chuẩn đó , mà quên chưa có người yêu",36,9,vui vẻ
Sadness,"tập thể năm nay lại làm mình tiếc nuối từ thành viên đến gvcn :,((",66,15,buồn
Other,đọc có chỗ vô lí vãi,20,6,khác
Enjoyment,có khi nào mình thích anh hàng xóm vì mình thích con mèo nhà anh không nhỉ :<,77,18,vui vẻ
Enjoyment,ờ tao tao thông minh thiệt đã dừng lại đúng lúc,47,11,vui vẻ
Other,nghe ảo ghê nhưng cũng có lý,28,7,khác
Disgust,"đéo kiếm ra tiền , nấu có 3 bữa cơm với đưa đón con đi học mà còn không xong , chắc để mẹ già làm hộ hay để chồng nó đi kiếm tiền về rồi nó hầu cho",147,39,khó chịu
Other,đục khoét tuổi thơ vãi ;))),27,6,khác
Disgust,nhiều bạn cứ phán nọ kia nặng lời quá . chỉ là bạn ý có cách bóc phốt duyên dáng và hài hước thôi . chứ đâu có nặng nề như các bác nghĩ ..,138,35,khó chịu
Other,bảo ba mẹ dẫn đi bác sĩ ngay đi,31,9,khác
Enjoyment,ui cưng quá,11,3,vui vẻ
Enjoyment,không biết s chứ ngày lúc 17t tao đi phục vụ phòng karaoke ... mình tao 2 phòng chạy qua chạy lại mệt quá vì xỉn ... kkk . thế là tao nghỉ trong ngày đầu vào phục vụ karaoke .🤣🤣🤣,178,41,vui vẻ
Surprise,tôi là ai đây là đâu :v tôi đã làm gì sai :3,44,13,ngạc nhiên
Fear,nghiệp hơi nặng nha !. làm hết hồn,34,8,sợ hãi
Anger,"mấy thằng ngáo để cho chết mẹ nó đi cho xã hội yên bình , quan tâm làm gì",73,19,giận dữ
Sadness,mình còn chưa kịp đến :((,25,6,buồn
Other,"per tìm tao con nhện này , con này lãng mạn coá",47,12,khác
Disgust,vừa mới xem hqua . kết thúc phim nhạt quá 😒😒,44,11,khó chịu
Sadness,làm công nhân đã khổ rồi mà tụi nó còn nỡ lòng nào hại người ta nhắn tin,72,18,buồn
Sadness,mất bà cái tuổi thơ -.-,23,6,buồn
Other,ko những công khai . mà phải cho thi lại . để biết đúng thực lực,64,16,khác
Anger,đã bảo bố mà mật vụ rồi ! hỏi lằm hỏi lốn,41,12,giận dữ
Fear,hú hồn hà,9,3,sợ hãi
Other,per bếp ga nha,14,4,khác
Enjoyment,rảnh rảnh ngồi cưa bàn với cưa cổ thèn ngồi gần mỗi khi nó ghẹo cũng vui ??,75,18,vui vẻ
Enjoyment,per tao thấy tao trong đó ahahahaha,35,7,vui vẻ
Other,ai biết bài nhạc đoạn này không ?,33,8,khác
Enjoyment,tao muốn con mèo thôi =)),25,6,vui vẻ
Sadness,vỡ tan là như thế ấy,20,6,buồn
Other,đúng chất người đẹp mặc rẻ rách cũng đẹp,40,9,khác
Sadness,"per huhu đúng quá nè :< sư phụ đi rồi , còn per thôi , đừng đi đâu nữa nhaaa 😢",78,21,buồn
Sadness,thương quá . géc nhất những người nuôi chó mà không chăm ... tội cho kiếp em nó gặp phải 1 người chủ như vầy . thân thương !,124,29,buồn
Fear,nhìn mà nổi hết da gà,21,6,sợ hãi
Other,hẳn lớp đó nhiều nữ lắm ha,26,7,khác
Sadness,ngày tao chia tay tao khóc quá trời luôn,40,9,buồn
Disgust,đứa lồn nào vẽ cái ổ điện thế 😂,31,9,khó chịu
Surprise,công tình yêu này nhân viên đông vậy luôn hả ?,46,11,ngạc nhiên
Sadness,ai giúp bé với hix,18,5,buồn
Sadness,"200 năm xây dựng , tồn tại 800 năm , thật là tiếc cho nước pháp .",65,17,buồn
Other,per là ai thế nhỉ cụ :)),24,7,khác
Enjoyment,đôi khi đi tù chỉ để thoả mãi thú vui,37,10,vui vẻ
Enjoyment,thô nhưg thật :)),17,4,vui vẻ
Other,nhìn lại giờ đéo biết vì sao ngày xưa mình đỗ đại học,53,13,khác
Other,đã tìm ra cụ tổ của những chiếc sừng,36,9,khác
Sadness,cảm thấy mình thất bại :((,26,6,buồn
Disgust,hãm 1 rổ lồn . chúc mừng bạn đã chọn nhầm người để tâm thự,58,15,khó chịu
Disgust,"chân ngắn như tao thêm combo mập nữa thì tao đéo nhaỷ đâu , tao thả mình trôi sông luôn cho lẹ 🙄",96,23,khó chịu
Enjoyment,có người yêu coi bộ cũng vui 🙂,30,8,vui vẻ
Sadness,trong mv mà có tao đứng dưới mưa nữa thì buồn phải biết,55,13,buồn
Surprise,đi viện thôi mà có cần phải đẹp vậy không,41,10,ngạc nhiên
Other,"thôi xong nhá , mấy đứa mà xác định làm răng cả đời thì ... tập xác định",72,18,khác
Disgust,"thằng chém gió lúc bà ấy đẩy ông ấy vào nhà thương điên ( tâm thần ) sao mày không mở mồm ra nói ....! giờ thì “ gió chiều nào theo chiều ấy ” cho thằng như này nằm ở công ty thì không khác chuột bọ , rắn rết",208,51,khó chịu
Disgust,dume thằng ghép nhạc nhé ????????,33,6,khó chịu
Other,per thay đổi đại từ nhân xưng .,31,8,khác
Other,"trưa nay nhà em ăn cơm , admin nói với mấy chú truyền hình đừng chiếu tin này lên nha",85,20,khác
Anger,"cụ mua cái đoạn đường này chưa cụ , đg nếu không cấm đỗ xe thì người ta có quyền đỗ thôi , ghét nhất cái kiểu coi lòng đg như nhà mình rồi vừa đỗ cái xe vào là ra chửi . dcm",173,44,giận dữ
Anger,tao mà biết tụi bây là mấy con đĩ nào tao nhổ lông lồn tao lắc hai cái mép lồn chết mẹ tụi bây 🙂,96,25,giận dữ
Other,ăn nhiều mau khoẻ .. tôm cá ấy mày giàu canxi,45,11,khác
Enjoyment,có ai xem đi xem lại như tao mà vẫn cười đéo nhặt được mồm không ạ :)),70,18,vui vẻ
Sadness,nhẹ nhàng bay lên và hạ cánh thất bại do lổi kỹ thuật,53,13,buồn
Disgust,per cái đó là ngu chứ thik đéo gì,33,9,khó chịu
Sadness,lại thêm một con ngáo bất hạnh,30,7,buồn
Disgust,"tuổi thơ của tôi toàn gặp những thằng nhỏn mỏ lên chửi nhau , xách giày dí nhau chạy .",86,20,khó chịu
Other,sao mày không nghĩ lại thêm 1 thừng bị noá xẻ thịt 🤪🤪🤪,54,13,khác
Sadness,chỉ biết xem và ngậm ngùi lướt qua,34,8,buồn
Sadness,thật tình là rất xin lỗi anh ở trog video . hi vọng sẽ gặp đuợc anh để xin lỗi và tạ tội với anh . thật ra hộp quà trong video là của con lol per với người yêu nó tặng nhau dịp sinh nhật . híccc,194,48,buồn
Enjoyment,hihi lâu lắm rùi mới thấy nó,28,7,vui vẻ
Other,chắc gái xấu :p,15,4,khác
Disgust,"nếu chấp hành nghiêm chỉnh luật giao thông ai phạt mình được nhỉ . cũng giống như đi học không thuộc bài giáo viên cho 0 ₫ là phải rồi . tất cả là do ý thức con người , đừng đỗ lỗi cho ai . 😑😑",192,47,khó chịu
Enjoyment,mình trả phòng là chăn ga gấp gọn gàng . đồ đạc hẳn hoi trả người ta . dù sao mình cũng như người ta bẩn dọn mãi không sạch ai chẳng điên,137,33,vui vẻ
Other,quan trọng phải là thần thái,28,6,khác
Enjoyment,giọng lại còn ấm nữa chứ ♥️,27,7,vui vẻ
Disgust,ích kỷ . cứ đường trước cửa là của nhà mình ah mà ra đuổi người ta,66,17,khó chịu
Disgust,thằng kia lắm lông quá nha :)),30,7,khó chịu
Anger,per anh ơi mua đập 1 phát vào mặt tụi chê mình đi anh,53,14,giận dữ
Sadness,gần nhà tao lại chẳng còn sót lại anh nào huhu,46,11,buồn
Fear,khi tắt đi mới thấy ngạt thở .,30,8,sợ hãi
Enjoyment,ra sông mò đồng xu cùng ông anh hàng xóm được khoản kếch xù :))),64,15,vui vẻ
Disgust,tưởng khoe người yêu,20,4,khó chịu
Other,quán tao vỡ sụp xuống hơn mưa,29,7,khác
Sadness,bộ phim đầu tiên làm tao khóc thành tiếng,41,9,buồn
Fear,"hồi xưa vào trông nhà cho ông bà , thuê đĩa võ thuật này xem cho mạnh mé đỡ sợ mà thuê ngay đĩa này . ám ảnh quả nhạc tao tao téo vãi",133,34,sợ hãi
Sadness,ừ thì là chuyện cổ tích . cháu đang đi đường thẳng gặp mấy chú thì phải rẽ ngang . 😢😢,85,21,buồn
Anger,heo vàng cái lol . toàn bịp nhau . má nó gắp heo vàng 20 lần trúng mà nó toàn được tặng 6sms miễn phí rồi thì thêm 1 lượt gắp,125,31,giận dữ
Disgust,quả cr7 mà kill đéo gì nhỉ,26,7,khó chịu
Disgust,cay cái ông chụp ảnh chụp góc nào cho ông ý bớt khổ đi được không,65,16,khó chịu
Anger,nhà nào nuôi nó mà ác thế,25,7,giận dữ
Sadness,mỗi lần quyết tâm bỏ mà lại thấy cười . đm đời,46,12,buồn
Disgust,con này tuổi gì với con nhái với con thằn lằn :))) per,54,13,khó chịu
Surprise,wtf nắng rồi mà @@,18,5,ngạc nhiên
Disgust,cái tội sờ mông người ta ??,27,7,khó chịu
Sadness,nhưng nó sẽ to và rộng ra :(,28,8,buồn
Disgust,tao đéo thấy nó hay trỗ lào mà bọn nó cuồng vãi,47,12,khó chịu
Enjoyment,ny tao đbh dỗi . chọc kiểu gì cũng không dỗi . đáng yêu vãi 😂,61,16,vui vẻ
Enjoyment,không phải thích của cải mà là thích ý chí của họ . đàn ông có chí tiến thủ bao giờ cũng quyến rũ,97,24,vui vẻ
Other,ước mơ là không cần học cũng giỏi,33,8,khác
Sadness,""" học từ bỏ những thứ trời không cho "" nói thì dễ nhưng nhiều lúc quyết tâm lắm vẫn không làm được .. 😢😢😢",105,25,buồn
Other,"quê tao mà , tao nhìn 1 cái là biết ngay",40,11,khác
Fear,từ lúc đấy tao không ăn được các loại thịt ngan - ngỗng - vịt lun 😞 ám ảnh vãi,78,20,sợ hãi
Other,per ai củng đi mà đem về như tao thì không cần phải có công nhân vệ sinh rồi,76,19,khác
Disgust,gớm quá . nhớ lại lúc còn đạp xe đi học cán qua mấy lũ nay kêu bốp bốp rợn hêt cả da gà da vịt 🤢🤢🤢🤢,99,27,khó chịu
Sadness,cũng muốn vứt giày cũ nhưng lại không có tiền mua giày mới . đành chấp nhận đau chân vậy,88,20,buồn
Fear,"mong là bố mẹ mình không đọc được tin này , sợ vãi",50,13,sợ hãi
Fear,sợ vãi,6,2,sợ hãi
Enjoyment,đi cho vui chứ chả mua sắm gì :)))) người every where,53,12,vui vẻ
Sadness,"thà biết rồi đau 1 lần cho tởn rồi thôi , chứ đừng để nỗi đau cứ day dẳn giằng xé mãi cả đời ☻",94,25,buồn
Anger,còn không ngồi xuống dọn phụ em nó mà ngồi bấm điện thoại,57,13,giận dữ
Enjoyment,"t nghe nói : đi tập gym sẽ có người yêu ...! awwww . điều đó không sai , điều đó là có thật 😂😂😂",95,25,vui vẻ
Enjoyment,"per 2 con hay cap màn hình nhất thế giới , nói chuyện với nhau toàn cười ỉ 🙄🙄🙄",78,19,vui vẻ
Other,thực tế thì con gái sẽ gục ngã trước một người đàn ô hài hước hơn là điển trai,78,19,khác
Sadness,gáy sớm để làm gì cơ chứ haizz,30,8,buồn
Surprise,vậy bỏ tiền mua cái máy tính đó để chi ta ???,45,12,ngạc nhiên
Enjoyment,đẻ sao mà cu con đẹp quá vậy trời 😍,35,10,vui vẻ
Other,có bao giờ con sóng không xô vào bờ đâu em ....,47,12,khác
Enjoyment,húp trọn sàn nhà 😁😁😁,20,5,vui vẻ
Fear,nguy hiểm lắm,13,3,sợ hãi
Sadness,nhanh ghê mới đó đã 9 năm rồi 😢,31,9,buồn
Disgust,thế mà cô yến bị phạt có 5 triệu :v,35,10,khó chịu
Other,đó là động lực chứ không phải để đem ra so sánh ..,50,13,khác
Fear,"hòi nhỏ nhà ngoại bị rượt muốn chết , sợ tới giờ 😭😭",51,13,sợ hãi
Enjoyment,à thì ra là như v =)))),23,7,vui vẻ
Enjoyment,"muốn hun , muốn ngắt , muốn nhéo , muốn tán vào cái mặt nó ghê , yêu vãi ??????",79,20,vui vẻ
Disgust,con mèo đúng là cái đồ đáng ghét,32,8,khó chịu
Enjoyment,giờ tao mới nhớ tao đã từng :)),31,8,vui vẻ
Sadness,per chị rep khách hàng thế ấy hả 😞 bị bóc phốt rồi,50,13,buồn
Other,tao mà nhậu xong đi cái đường này xác định,42,10,khác
Sadness,cũng tên quỳnh nhưng 2 số phận thật khác nhau 😢( chỉ mong được 1 góc nhỏ xiu xíu của b ),88,22,buồn
Other,quan trọng là họ quảng cáo nói có đúng không . hay là được ít năm hỏng thì mệt,78,19,khác
Enjoyment,cũng may tao là một con đàn ông :)),35,9,vui vẻ
Enjoyment,các anh chị hãy nói với em đó chỉ là diễn xuất mà thôi . và tình yêu như vậy chỉ có trong tiểu thuyết mà thôi .,111,28,vui vẻ
Disgust,đó là đối với mấy đứa hay ảo tưởng mới nghĩ vậy thôi,52,13,khó chịu
Other,"khi theo đuổi sự ưu tú , sự thành công sẽ theo đuổi bạn",55,14,khác
Surprise,vài chục năm trôi qua mà vẫn chưa đủ tiền mua cái xe máy à,58,15,ngạc nhiên
Other,cái gì cũng có 2 mặt của nó . làm việc phải nghe bằng 2 tai,59,16,khác
Other,vại mà có nhiều người quan niệm quá sai lầm về việc có bạn là con trai .,72,18,khác
Other,làm sao bằng chạy xe ôm với bán chổi được ..... nên đừng nói chuyện đến lương .,79,18,khác
Sadness,"như đi hiến máu chẳng hạn :3 , suýt thì được gặp :(",51,13,buồn
Disgust,per lại nhặng lên à . cảm thấy trong sạch thì cần gì nhặng lên thế,66,16,khó chịu
Disgust,vui chơi không an toàn gì cả,28,7,khó chịu
Enjoyment,rất ghét phim ấn nhưng phải nói phim này hay 👍,46,11,vui vẻ
Sadness,haiz nuôi được nuôi không thì thôi chứ nuôi mà để v coi được haizz,66,15,buồn
Disgust,nó quan tâm mày vì nó muốn mua chuộc mày để tán con bạn thân của mày,68,17,khó chịu
Sadness,per eo ôi làm nhớ hồi nhỏ đi học mẫu giáo quá :))),50,13,buồn
Other,per :v tại nhiều nơi đổ về nên đông lại càng đông . biết lối tắt thì còn đỡ chứ không thì mệt lắm,97,24,khác
Fear,per sợ ghê bây .,16,5,sợ hãi
Sadness,đây chính là lý do tao giảm cân toàn thất bại,45,11,buồn
Other,tao đi quài vẫn chưa gặp nhỉ 🙃,30,8,khác
Disgust,rốt cuộc thằng bé này ở đâu xuất hiện mà có ảnh chế nhiều vậy,61,15,khó chịu
Enjoyment,đáng yêu quá mức,16,4,vui vẻ
Disgust,cô ngu như lợn 😒😒😒,18,5,khó chịu
Disgust,rốt cục mạnh quá nên nghĩ võ cũng chỉ tăng thêm độ ngầu thôi :))) chủ yếu đối với sai chỉ là một pha sử lý cồng kền :)),119,29,khó chịu
Enjoyment,chỉ 1 vãi nhỏ th mà niềm vui quá lớn < 3 ^^,43,13,vui vẻ
Enjoyment,cũng may là hết thời đi học rồi .. không lại từ “ con nhà người ta ” nó lại được nhắc liên tục trog bữa ăn hàng ngày 😅,118,30,vui vẻ
